latitude,longitude,temperature,ph,conductivity
28.13611603,-80.59666443,0,0,-1023
28.13611031,-80.59664154,0,0,-1023
28.1361084,-80.59662628,0,0,-1023
28.13610649,-80.59659576,0,0,-1023
28.13610458,-80.59658051,0,0,-1023
28.13610268,-80.59655762,0,0,-1023
28.13610268,-80.59654999,0,0,-1023
28.13610268,-80.59651947,0,0,-1023
28.13610268,-80.59651184,0,0,-1023
28.13610268,-80.59648132,0,0,-1023
28.13610077,-80.59647369,0,0,-1023
28.13610077,-80.59644318,0,0,-1023
28.13610268,-80.59643555,0,0,-1023
28.13610268,-80.59640503,0,0,-1023
28.13610268,-80.59638977,0,0,-1023
28.13609695,-80.59636688,0,0,-1023
28.13609505,-80.59635162,0,0,-1023
28.13609695,-80.59632111,0,0,-1023
28.13609695,-80.59630585,0,0,-1023
28.13610077,-80.59628296,0,0,-1023
28.13609886,-80.5962677,0,0,-1023
28.13609505,-80.59625244,0,0,-1023
28.13609123,-80.59623718,0,0,-1023
28.13608742,-80.59621429,0,0,-1023
28.13608742,-80.59619904,0,0,-1023
28.13608932,-80.59617615,0,0,-1023
28.13609123,-80.59616089,0,0,-1023
28.13609123,-80.596138,0,0,-1023
28.13609123,-80.59612274,0,0,-1023
28.13609505,-80.59610748,0,0,-1023
28.13609695,-80.59609222,0,0,-1023
28.13609886,-80.59607697,0,0,-1023
28.13609886,-80.59606934,0,0,-1023
28.13610077,-80.59603882,0,0,-1023
28.13610077,-80.59602356,0,0,-1023
28.13610077,-80.5960083,0,0,-1023
28.13610077,-80.59600067,0,0,-1023
28.13610077,-80.59597015,0,0,-1023
28.13610077,-80.5959549,0,0,-1023
28.13609695,-80.59593201,0,0,-1023
28.13609695,-80.59592438,0,0,-1023
28.13610077,-80.59589386,0,0,-1023
28.13610077,-80.5958786,0,0,-1023
28.13610077,-80.59585571,0,0,-1023
28.13609886,-80.59584045,0,0,-1023
28.13609886,-80.59581757,0,0,-1023
28.13609886,-80.59579468,0,0,-1023
28.13609695,-80.59577942,0,0,-1023
28.13609314,-80.59575653,0,0,-1023
28.13609123,-80.59574127,0,0,-1023
28.13609123,-80.59571838,0,0,-1023
28.13609314,-80.59571075,0,0,-1023
28.13609695,-80.59568024,0,0,-1023
28.13609695,-80.59567261,0,0,-1023
28.13609314,-80.59564972,0,0,-1023
28.13609314,-80.59563446,0,0,-1023
28.13609695,-80.59560394,0,0,-1023
28.13609886,-80.59559631,0,0,-1023
28.13610458,-80.59557343,0,0,-1023
28.13610649,-80.5955658,0,0,-1023
28.1361084,-80.59554291,0,0,-1023
28.1361084,-80.59553528,0,0,-1023
28.13610649,-80.59552002,0,0,-1023
28.13610649,-80.59550476,0,0,-1023
28.13610077,-80.59548187,0,0,-1023
28.13609505,-80.59547424,0,0,-1023
28.13609505,-80.59545135,0,0,-1023
28.13609505,-80.59544373,0,0,-1023
28.13609505,-80.59542847,0,0,-1023
28.13609123,-80.59542084,0,0,-1023
28.13609505,-80.59539795,0,0,-1023
28.13609886,-80.59539032,0,0,-1023
28.13610458,-80.59536743,0,0,-1023
28.13610458,-80.59535217,0,0,-1023
28.13610649,-80.59532166,0,0,-1023
28.13610649,-80.59531403,0,0,-1023
28.13610649,-80.59529114,0,0,-1023
28.13610268,-80.59528351,0,0,-1023
28.13609123,-80.59526825,0,0,-1023
28.1360836,-80.59526062,0,0,-1023
28.13607025,-80.59524536,0,0,-1023
28.13606453,-80.5952301,0,0,-1023
28.13605499,-80.59521484,0,0,-1023
28.13604736,-80.59520721,0,0,-1023
28.13603592,-80.59518433,0,0,-1023
28.1360321,-80.5951767,0,0,-1023
28.13602638,-80.59515381,0,0,-1023
28.13602257,-80.59514618,0,0,-1023
28.13600922,-80.59512329,0,0,-1023
28.13600349,-80.59511566,0,0,-1023
28.13599014,-80.59509277,0,0,-1023
28.13598251,-80.59507751,0,0,-1023
28.13597298,-80.59505463,0,0,-1023
28.13596916,-80.595047,0,0,-1023
28.13596344,-80.59502411,0,0,-1023
28.13595963,-80.59500885,0,0,-1023
28.135952,-80.59499359,0,0,-1023
28.13594627,-80.59498596,0,0,-1023
28.13593674,-80.59496307,0,0,-1023
28.13592911,-80.59495544,0,0,-1023
28.13591385,-80.59492493,0,0,-1023
28.13591003,-80.5949173,0,0,-1023
28.13589859,-80.59490204,0,0,-1023
28.13588333,-80.59488678,0,0,-1023
28.13587952,-80.59487915,0,0,-1023
28.13586998,-80.59484863,0,0,-1023
28.13586617,-80.594841,0,0,-1023
28.13585663,-80.59481812,0,0,-1023
28.13585281,-80.59480286,0,0,-1023
28.13584518,-80.59477997,0,0,-1023
28.13584328,-80.59476471,0,0,-1023
28.13584137,-80.59474182,0,0,-1023
28.13583946,-80.59472656,0,0,-1023
28.13583755,-80.59470367,0,0,-1023
28.13583755,-80.59468842,0,0,-1023
28.13583755,-80.59466553,0,0,-1023
28.13583946,-80.59465027,0,0,-1023
28.13583755,-80.59462738,0,0,-1023
28.13583565,-80.59461212,0,0,-1023
28.13582993,-80.59458923,0,0,-1023
28.13582802,-80.59457397,0,0,-1023
28.13582802,-80.59455872,0,0,-1023
28.13582993,-80.59455109,0,0,-1023
28.13582802,-80.5945282,0,0,-1023
28.1358242,-80.59452057,0,0,-1023
28.1358223,-80.59449768,0,0,-1023
28.1358242,-80.59449005,0,0,-1023
28.13582802,-80.59446716,0,0,-1023
28.13582993,-80.59445953,0,0,-1023
28.13583755,-80.59443665,0,0,-1023
28.13584137,-80.59442902,0,0,-1023
28.13584137,-80.5943985,0,0,-1023
28.13583946,-80.59439087,0,0,-1023
28.13583946,-80.59436798,0,0,-1023
28.13583946,-80.59436035,0,0,-1023
28.13583565,-80.59433746,0,0,-1023
28.13583183,-80.59432983,0,0,-1023
28.13582039,-80.59430695,0,0,-1023
28.13582039,-80.59429169,0,0,-1023
28.13581657,-80.5942688,0,0,-1023
28.13580513,-80.59424591,0,0,-1023
28.13580513,-80.59421539,0,0,-1023
28.13580704,-80.59420013,0,0,-1023
28.13581085,-80.59416962,0,0,-1023
28.13581085,-80.59415436,0,0,-1023
28.13581467,-80.59412384,0,0,-1023
28.13581848,-80.59410858,0,0,-1023
28.1358223,-80.59408569,0,0,-1023
28.1358242,-80.59407043,0,0,-1023
28.13582611,-80.59403992,0,0,-1023
28.13582802,-80.59402466,0,0,-1023
28.13582611,-80.59400177,0,0,-1023
28.13582802,-80.59398651,0,0,-1023
28.13582993,-80.59395599,0,0,-1023
28.13583183,-80.59392548,0,0,-1023
28.13583183,-80.59391022,0,0,-1023
28.13583755,-80.59388733,0,0,-1023
28.13583946,-80.59387207,0,0,-1023
28.13583374,-80.59384918,0,0,-1023
28.13583183,-80.59384155,0,0,-1023
28.13582993,-80.59381104,0,0,-1023
28.13583183,-80.59379578,0,0,-1023
28.13583755,-80.59376526,0,0,-1023
28.13583946,-80.59375,0,0,-1023
28.13584137,-80.59372711,0,0,-1023
28.13584137,-80.59371185,0,0,-1023
28.13584137,-80.59368896,0,0,-1023
28.13584328,-80.59366608,0,0,-1023
28.13584137,-80.59363556,0,0,-1023
28.13584137,-80.5936203,0,0,-1023
28.13583946,-80.59358215,0,0,-1023
28.13583565,-80.59356689,0,0,-1023
28.13583183,-80.59353638,0,0,-1023
28.13583183,-80.59352112,0,0,-1023
28.13583183,-80.59349823,0,0,-1023
28.13583183,-80.59348297,0,0,-1023
28.13583565,-80.59346008,0,0,-1023
28.13583755,-80.59344482,0,0,-1023
28.13583565,-80.59341431,0,0,-1023
28.13583374,-80.59339905,0,0,-1023
28.13583183,-80.59337616,0,0,-1023
28.13583374,-80.5933609,0,0,-1023
28.13583374,-80.59333038,0,0,-1023
28.13583374,-80.59331512,0,0,-1023
28.13583183,-80.59329224,0,0,-1023
28.13582802,-80.59327698,0,0,-1023
28.1358242,-80.59325409,0,0,-1023
28.1358223,-80.59323883,0,0,-1023
28.13582039,-80.59321594,0,0,-1023
28.13582039,-80.59320831,0,0,-1023
28.13582039,-80.59318542,0,0,-1023
28.1358223,-80.59317017,0,0,-1023
28.1358242,-80.59314728,0,0,-1023
28.13582039,-80.59313965,0,0,-1023
28.13581467,-80.59310913,0,0,-1023
28.13581276,-80.5931015,0,0,-1023
28.13580894,-80.59309387,0,0,-1023
28.13580513,-80.59307861,0,0,-1023
28.1357975,-80.59305573,0,0,-1023
28.13579559,-80.59304047,0,0,-1023
28.13579178,-80.59301758,0,0,-1023
28.13578987,-80.59300232,0,0,-1023
28.13578033,-80.59297943,0,0,-1023
28.13577652,-80.59296417,0,0,-1023
28.13576508,-80.59294128,0,0,-1023
28.13575554,-80.59292603,0,0,-1023
28.13574982,-80.5929184,0,0,-1023
28.13573647,-80.59290314,0,0,-1023
28.13572884,-80.59289551,0,0,-1023
28.13571739,-80.59288788,0,0,-1023
28.13570786,-80.59288788,0,0,-1023
28.13568878,-80.59288025,0,0,-1023
28.13568115,-80.59288025,0,0,-1023
28.13566399,-80.59288025,0,0,-1023
28.13565636,-80.59288025,0,0,-1023
28.13563347,-80.59288025,0,0,-1023
28.13562202,-80.59287262,0,0,-1023
28.13560104,-80.59286499,0,0,-1023
28.13559151,-80.59286499,0,0,-1023
28.13557434,-80.59285736,0,0,-1023
28.1355629,-80.59284973,0,0,-1023
28.13553619,-80.59284973,0,0,-1023
28.13552475,-80.59284973,0,0,-1023
28.13550377,-80.59283447,0,0,-1023
28.13549232,-80.59283447,0,0,-1023
28.13546753,-80.59283447,0,0,-1023
28.13545418,-80.59283447,0,0,-1023
28.13542175,-80.59283447,0,0,-1023
28.13540649,-80.59283447,0,0,-1023
28.1353817,-80.5928421,0,0,-1023
28.13537025,-80.59284973,0,0,-1023
28.13534164,-80.59286499,0,0,-1023
28.13531303,-80.59288025,0,0,-1023
28.13530159,-80.59288788,0,0,-1023
28.13528252,-80.59289551,0,0,-1023
28.13527107,-80.59289551,0,0,-1023
28.13524628,-80.59290314,0,0,-1023
28.13523865,-80.59291077,0,0,-1023
28.13521767,-80.59292603,0,0,-1023
28.13520813,-80.59293365,0,0,-1023
28.13518524,-80.59294891,0,0,-1023
28.1351757,-80.59295654,0,0,-1023
28.13515663,-80.59296417,0,0,-1023
28.13514519,-80.5929718,0,0,-1023
28.13512993,-80.59298706,0,0,-1023
28.1351223,-80.59298706,0,0,-1023
28.13510704,-80.59300232,0,0,-1023
28.13510132,-80.59300995,0,0,-1023
28.13508606,-80.59302521,0,0,-1023
28.13507843,-80.59304047,0,0,-1023
28.13506508,-80.59306335,0,0,-1023
28.13505745,-80.59307098,0,0,-1023
28.13504601,-80.59308624,0,0,-1023
28.13504028,-80.59309387,0,0,-1023
28.13502502,-80.59311676,0,0,-1023
28.13501549,-80.59312439,0,0,-1023
28.13499641,-80.59313965,0,0,-1023
28.13498116,-80.59316254,0,0,-1023
28.1349678,-80.59317017,0,0,-1023
28.13495636,-80.5931778,0,0,-1023
28.13493919,-80.59318542,0,0,-1023
28.13491821,-80.59320068,0,0,-1023
28.13490677,-80.59320068,0,0,-1023
28.13488197,-80.59321594,0,0,-1023
28.13486671,-80.59322357,0,0,-1023
28.13484192,-80.59323883,0,0,-1023
28.13483047,-80.59324646,0,0,-1023
28.13480949,-80.59326935,0,0,-1023
28.13479805,-80.59327698,0,0,-1023
28.13477898,-80.59329224,0,0,-1023
28.13476944,-80.5933075,0,0,-1023
28.13475037,-80.59333038,0,0,-1023
28.13474464,-80.59333801,0,0,-1023
28.1347332,-80.59335327,0,0,-1023
28.13472557,-80.5933609,0,0,-1023
28.13470459,-80.59337616,0,0,-1023
28.13469505,-80.59338379,0,0,-1023
28.13467789,-80.59339905,0,0,-1023
28.13467216,-80.59340668,0,0,-1023
28.13466072,-80.59342194,0,0,-1023
28.13465118,-80.59342957,0,0,-1023
28.1346302,-80.59344482,0,0,-1023
28.13461876,-80.59346008,0,0,-1023
28.13459969,-80.59347534,0,0,-1023
28.13458443,-80.59348297,0,0,-1023
28.13456535,-80.59349823,0,0,-1023
28.13455391,-80.59349823,0,0,-1023
28.13453293,-80.59351349,0,0,-1023
28.13452148,-80.59352112,0,0,-1023
28.13450623,-80.59352875,0,0,-1023
28.1345005,-80.59353638,0,0,-1023
28.13449478,-80.59355927,0,0,-1023
28.13448906,-80.59356689,0,0,-1023
28.13446617,-80.59358215,0,0,-1023
28.13445473,-80.59358978,0,0,-1023
28.13443947,-80.59360504,0,0,-1023
28.13443184,-80.59361267,0,0,-1023
28.13441277,-80.59362793,0,0,-1023
28.13440323,-80.59363556,0,0,-1023
28.13438034,-80.59365082,0,0,-1023
28.1343708,-80.59365845,0,0,-1023
28.13435555,-80.59368134,0,0,-1023
28.13434792,-80.59369659,0,0,-1023
28.13433456,-80.59371185,0,0,-1023
28.13432693,-80.59371948,0,0,-1023
28.13431168,-80.59373474,0,0,-1023
28.13430405,-80.59375,0,0,-1023
28.13429642,-80.59378815,0,0,-1023
28.13429832,-80.59380341,0,0,-1023
28.1342926,-80.59381866,0,0,-1023
28.13428497,-80.59382629,0,0,-1023
28.13428307,-80.59383392,0,0,-1023
28.13428879,-80.59383392,0,0,-1023
28.13430023,-80.59384155,0,0,-1023
28.13430405,-80.59384155,0,0,-1023
28.13430977,-80.59385681,0,0,-1023
28.13431358,-80.59386444,0,0,-1023
28.13431549,-80.59386444,0,0,-1023
28.13432121,-80.59387207,0,0,-1023
28.13432312,-80.59387207,0,0,-1023
28.13432312,-80.59386444,0,0,-1023
28.13432312,-80.59386444,0,0,-1023
28.13432312,-80.59387207,0,0,-1023
28.13432312,-80.59387207,0,0,-1023
28.13432121,-80.59387207,0,0,-1023
28.13431931,-80.5938797,0,0,-1023
28.1343174,-80.5938797,0,0,-1023
28.1343174,-80.59388733,0,0,-1023
28.1343174,-80.59388733,0,0,-1023
28.13431549,-80.59388733,0,0,-1023
28.13431931,-80.59389496,0,0,-1023
28.13431931,-80.59389496,0,0,-1023
28.1343174,-80.59389496,0,0,-1023
0,0,0,0,0
28.13438797,-80.59390259,0,0,-1023
28.13438416,-80.59391022,0,0,-1023
28.13438416,-80.59391785,0,0,-1023
28.13439369,-80.59392548,0,0,-1023
28.13439941,-80.59393311,0,0,-1023
28.13439941,-80.59392548,0,0,-1023
28.13440132,-80.59392548,0,0,-1023
28.13440132,-80.59392548,0,0,-1023
28.13440132,-80.59392548,0,0,-1023
28.13440132,-80.59392548,0,0,-1023
28.13440132,-80.59392548,0,0,-1023
28.13440132,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
28.13440323,-80.59392548,0,0,-1023
